Time,Steering,SignalStatus
2025-06-02T16:35:11.158592,-0.1304882938507944,Yellow
2025-06-02T16:35:11.202210,-0.22183009954635047,Yellow
2025-06-02T16:35:11.249422,-0.28576936353323973,Yellow
2025-06-02T16:35:11.295719,-0.33052684832406226,Yellow
2025-06-02T16:35:11.342303,-0.3618570876776379,Yellow
2025-06-02T16:35:11.390391,-0.38378825522514093,Yellow
2025-06-02T16:35:11.436448,-0.3994002565617247,Yellow
2025-06-02T16:35:11.484204,-0.4103286574973333,Yellow
2025-06-02T16:35:11.532381,-0.4179785381522594,Yellow
2025-06-02T16:35:11.579939,-0.423073270557376,Yellow
2025-06-02T16:35:11.626112,-0.4266395832409576,Yellow
2025-06-02T16:35:11.673837,-0.4291360021194647,Yellow
2025-06-02T16:35:11.720424,-0.4308834953344197,Yellow
2025-06-02T16:35:11.766335,-0.4321067405848882,Yellow
2025-06-02T16:35:11.812425,-0.43296301226021616,Yellow
2025-06-02T16:35:11.853539,-0.43332997575045856,Yellow
2025-06-02T16:35:11.890114,-0.43358685019362825,Yellow
2025-06-02T16:35:11.936168,-0.4337666623038471,Yellow
2025-06-02T16:35:11.983842,-0.4338925307810002,Yellow
2025-06-02T16:35:12.031194,-0.43398063871500747,Yellow
2025-06-02T16:35:12.078259,-0.43404231426881257,Yellow
2025-06-02T16:35:12.108807,-0.434085487156476,Yellow
2025-06-02T16:35:12.139383,-0.43411570817784045,Yellow
2025-06-02T16:35:12.185635,-0.43413686289279557,Yellow
2025-06-02T16:35:12.232764,-0.43415167119326414,Yellow
2025-06-02T16:35:12.279817,-0.4341620370035921,Yellow
2025-06-02T16:35:12.325866,-0.42836571667963147,Yellow
2025-06-02T16:35:12.373920,-0.42430829245285906,Yellow
2025-06-02T16:35:12.421473,-0.41915683514779506,Yellow
2025-06-02T16:35:12.467004,-0.4149274665159755,Yellow
2025-06-02T16:35:12.514339,-0.40493565847370183,Yellow
2025-06-02T16:35:12.561531,-0.4409594632429402,Yellow
2025-06-02T16:35:12.608371,-0.46617612658140706,Yellow
2025-06-02T16:35:12.656170,-0.5051065507554844,Yellow
2025-06-02T16:35:12.703747,-0.5323578476773385,Yellow
2025-06-02T16:35:12.749663,-0.5876651276555338,Yellow
2025-06-02T16:35:12.797212,-0.6263802236402705,Yellow
2025-06-02T16:35:12.844763,-0.6597296382247677,Yellow
2025-06-02T16:35:12.890827,-0.6830742284339159,Yellow
2025-06-02T16:35:12.938369,-0.6625353425519707,Yellow
2025-06-02T16:35:12.984771,-0.592064605861299,Yellow
2025-06-02T16:35:13.032205,-0.5427350901778292,Yellow
2025-06-02T16:35:13.078478,-0.42267507517099623,Yellow
2025-06-02T16:35:13.126034,-0.3386330646662133,Yellow
2025-06-02T16:35:13.172297,-0.26753433473872656,Yellow
2025-06-02T16:35:13.216860,-0.21776522378948587,Yellow
2025-06-02T16:35:13.251362,-0.14073934612501737,Yellow
2025-06-02T16:35:13.296388,-0.07100687991063151,Yellow
2025-06-02T16:35:13.343397,-0.022194153560561404,Yellow
2025-06-02T16:35:13.390769,0.04941078978741792,Yellow
2025-06-02T16:35:13.437378,0.09953425013100343,Yellow
2025-06-02T16:35:13.484211,0.1681421763266391,Yellow
2025-06-02T16:35:13.531766,0.19709711239692435,Yellow
2025-06-02T16:35:13.578317,0.21736556764612397,Yellow
2025-06-02T16:35:13.625374,0.2622449837209668,Yellow
2025-06-02T16:35:13.671376,0.29366057497335674,Yellow
2025-06-02T16:35:13.718271,0.32290690167448166,Yellow
2025-06-02T16:35:13.765219,0.3433793303652691,Yellow
2025-06-02T16:35:13.811932,0.3741454472366831,Yellow
2025-06-02T16:35:13.859490,0.39568172904667287,Yellow
2025-06-02T16:35:13.906525,0.38028837631366563,No Signal
2025-06-02T16:35:13.954085,0.3659686438556049,No Signal
2025-06-02T16:35:14.001698,0.3453979561349624,No Signal
2025-06-02T16:35:14.048243,0.31139479409750415,No Signal
2025-06-02T16:35:14.093399,0.28759258067128335,No Signal
2025-06-02T16:35:14.138954,0.23288664174936305,No Signal
2025-06-02T16:35:14.185860,0.2129122710302816,No Signal
2025-06-02T16:35:14.232271,0.18486771152692458,No Signal
2025-06-02T16:35:14.280350,0.17350660845780563,No Signal
2025-06-02T16:35:14.326375,0.1655538363094224,No Signal
2025-06-02T16:35:14.374004,0.1480319907128379,No Signal
2025-06-02T16:35:14.420549,0.13576669879522876,Yellow
2025-06-02T16:35:14.466223,0.10575738750583796,Yellow
2025-06-02T16:35:14.513476,0.08475086960326439,Yellow
2025-06-02T16:35:14.560555,0.04611239332647685,Yellow
2025-06-02T16:35:14.607611,0.019065459932725574,Yellow
2025-06-02T16:35:14.654239,-0.005726768442900318,Yellow
